date,trigger,close,volume,ret_1d,ret_3d,ret_5d,vol_5d,rsi_14,atr_14
2018-01-15,0.0,13539.93,14652.09471,0.0048192985671975,-0.014561852575070922,-0.09171206452768443,0.0638781503781159,50.775895945624704,1860.68
2018-01-16,1.0,10900.0,63401.16918,-0.1949736815478366,-0.2329345531315975,-0.17666129356330418,0.0968886520957495,33.79916006993409,1998.1414285714288
2018-01-17,1.0,10988.79,72331.79665,0.0081458715596332,-0.18450477514269015,-0.20023420652532276,0.0921786115065676,32.903014781616235,2104.247857142858
2018-01-18,1.0,10961.97,48464.43494,-0.0024406690818553,-0.19039684843274673,-0.22857353976073191,0.08606697932406,32.00001757137271,2110.0714285714284
2018-01-19,1.0,11474.98,34129.37542,0.046799069875214,0.05275045871559625,-0.1484238578284659,0.0955391497948022,22.55733512368539,2028.554285714286
2018-01-20,0.0,12799.94,28768.85783,0.115465124993682,0.16481796448926578,-0.05465242434783635,0.1156109319477387,30.954953090446196,2068.1707142857144
2018-01-21,0.0,11530.0,41379.77343,-0.099214527568098,0.0518182406994363,0.05779816513761471,0.0782507766366124,30.01725771082306,2092.8121428571426
2018-01-22,1.0,10760.05,43752.60679,-0.0667779705117086,-0.062303376563619284,-0.0208157586049057,0.0863474282751846,31.310686838992257,1986.7985714285712
2018-01-23,1.0,10799.18,37473.92255,0.0036366002016721,-0.15631010770362985,-0.014850432905764155,0.0863689629385951,33.04554999952916,1987.1592857142855
2018-01-24,1.0,11349.99,27158.58776,0.0510047985124795,-0.01561231569817867,-0.01089239371223305,0.0869573806628596,33.3200785533283,1933.3114285714285
2018-01-25,1.0,11175.27,20839.95418,-0.0153938461619789,0.03858904001375474,-0.12692793872471275,0.0590373788689145,38.74763747882865,1738.68
2018-01-26,1.0,11089.0,33056.87196,-0.00771972399772,0.02683722282617751,-0.03824804856895059,0.0421961544890241,34.85876035351892,1718.8278571428568
2018-01-27,1.0,11491.0,18860.76835,0.0362521417621066,0.012423799492334409,0.06793184046542544,0.0287518341923703,34.34888122418343,1714.075
2018-01-28,0.0,11879.95,16887.33952,0.0338482290488209,0.06305708944839816,0.10007889487905564,0.0293151147034572,40.43766231586219,1647.3392857142858
2018-01-29,0.0,11251.0,14170.37754,-0.0529421420123822,0.01460907205338624,-0.008721593587307064,0.0372567517809008,37.14695150507119,1628.287142857143
2018-01-30,0.0,10237.51,25554.37295,-0.0900799928895209,-0.10908450091375854,-0.08391385622002867,0.0550821661935281,45.44854962838994,1406.8935714285717
2018-01-31,0.0,10285.1,18015.95681,0.0046485913078473,-0.13424719801009266,-0.07249526557850117,0.0558268754469769,45.13797244282183,1269.9507142857144
2018-02-01,0.0,9224.52,33564.76431,-0.1031181028867002,-0.1801155452848635,-0.19723957880080056,0.0593607044119123,39.495910088448504,1279.9878571428574
2018-02-02,1.0,8873.03,49971.62698,-0.038103879659863,-0.13328240949215187,-0.25310880938051084,0.0429808156666967,33.95607011122445,1266.0578571428573
2018-02-03,0.0,9199.96,28725.00074,0.036845361730998,-0.10550602327639025,-0.18229846235890146,0.0599446138448378,24.68653316082579,1234.4478571428574
2018-02-04,1.0,8184.81,32014.30845,-0.1103428710559609,-0.11271155572322467,-0.20050774065177956,0.064834465006018,25.60395915408525,1206.095
