date,open,high,low,close,volume,close time,quote asset volume,number of trades,taker buy base asset volume,taker buy quote asset volume,trigger,ret_1d,ret_3d,ret_5d,vol_5d,vol_5d_avg,vol_ratio,rsi_14,atr_14
2018-01-25 00:00:00+00:00,11349.96,11794.05,10950.21,11175.27,20839.95418,2018-01-25 23:59:59.999000 UTC,236081365,221040,10201.38692,115584688.2,1,-0.015393846,0.03858904,-0.126927939,170604.8447,34120.96894,0.610766776,38.74763748,1738.68
2018-01-26 00:00:00+00:00,11184.7,11643,10311.15,11089,33056.87196,2018-01-26 23:59:59.999000 UTC,360482470.2,314720,15330.78955,167328952.4,1,-0.007719724,0.026837223,-0.038248049,162281.9432,32456.38865,1.018501236,34.85876035,1718.827857
2018-01-27 00:00:00+00:00,11089,11650,10842.69,11491,18860.76835,2018-01-27 23:59:59.999000 UTC,212663199.5,207478,9208.937963,103935891.8,1,0.036252142,0.012423799,0.06793184,137390.1048,27478.02096,0.686394714,34.34888122,1714.075
2018-01-28 00:00:00+00:00,11499.98,12244,11408,11879.95,16887.33952,2018-01-28 23:59:59.999000 UTC,200211582.9,206247,7342.786997,87011013.83,0,0.033848229,0.063057089,0.100078895,116803.5218,23360.70435,0.722895135,40.43766232,1647.339286
2018-01-29 00:00:00+00:00,11879.95,11975.02,11139.55,11251,14170.37754,2018-01-29 23:59:59.999000 UTC,162110154.9,169199,6016.496871,68819972.52,1,-0.052942142,0.014609072,-0.008721594,103815.3115,20763.06231,0.682480134,37.14695151,1628.287143
2018-01-30 00:00:00+00:00,11250.11,11308.42,9900,10237.51,25554.37295,2018-01-30 23:59:59.999000 UTC,268978329.5,259212,11388.09642,119864289.1,1,-0.090079993,-0.109084501,-0.083913856,108529.7303,21705.94606,1.177298279,45.44854963,1406.893571
2018-01-31 00:00:00+00:00,10230,10425.85,9700,10285.1,18015.95681,2018-01-31 23:59:59.999000 UTC,181644207.1,201422,8782.584442,88609272.64,0,0.004648591,-0.134247198,-0.072495266,93488.81517,18697.76303,0.963535412,45.13797244,1269.950714
2018-02-01 00:00:00+00:00,10285.1,10335,8750.99,9224.52,33564.76431,2018-02-01 23:59:59.999000 UTC,317636346,316020,15430.00385,146130725.9,1,-0.103118103,-0.180115545,-0.197239579,108192.8111,21638.56223,1.551155015,39.49591009,1279.987857
2018-02-02 00:00:00+00:00,9224.52,9250,8010.02,8873.03,49971.62698,2018-02-02 23:59:59.999000 UTC,434236483.7,453411,23113.50358,201292749.5,1,-0.03810388,-0.133282409,-0.253108809,141277.0986,28255.41972,1.768567853,33.95607011,1266.057857
2018-02-03 00:00:00+00:00,8873.03,9473.01,8229,9199.96,28725.00074,2018-02-03 23:59:59.999000 UTC,256834729.1,327519,14182.83815,127068644.5,0,0.036845362,-0.105506023,-0.182298462,155831.7218,31166.34436,0.921667309,24.68653316,1234.447857
2018-02-04 00:00:00+00:00,9199.96,9368,7930,8184.81,32014.30845,2018-02-04 23:59:59.999000 UTC,274912288.4,356134,13805.29579,118884553.2,1,-0.110342871,-0.112711556,-0.200507741,162291.6573,32458.33146,0.986320215,25.60395915,1206.095
2018-02-05 00:00:00+00:00,8179.99,8382.8,6625,6939.99,63403.18258,2018-02-05 23:59:59.999000 UTC,471166218.7,533510,29857.35839,222022401,1,-0.152089053,-0.217855682,-0.325238452,207678.8831,41535.77661,1.526471581,23.94541992,1186.93
2018-02-06 00:00:00+00:00,6939.63,7878,6000.01,7652.14,100201.5003,2018-02-06 23:59:59.999000 UTC,684364276.4,785996,49565.02079,339117633.4,1,0.102615422,-0.168242036,-0.170456566,274315.6191,54863.12381,1.826390722,30.34058397,1214.357857
2018-02-07 00:00:00+00:00,7655.02,8476,7150.01,7599,60778.4605,2018-02-07 23:59:59.999000 UTC,477935038.8,514893,30084.83627,237137973.5,1,-0.006944463,-0.071572828,-0.143584548,285122.4526,57024.49051,1.065830838,25.01415491,1232.608571
2018-02-08 00:00:00+00:00,7599,7844,7572.09,7784.02,1521.537318,2018-02-08 23:59:59.999000 UTC,11770168.04,12417,844.258813,6532638.638,1,0.024347941,0.121618331,-0.153907191,257918.9891,51583.79783,0.029496419,27.44138585,1191.756429
2018-02-09 00:00:00+00:00,7789.9,8738,7789.9,8683.92,20482.91083,2018-02-09 23:59:59.999000 UTC,173348469.8,273091,10404.04079,88117562.12,1,0.115608644,0.134835484,0.060980035,246387.5915,49277.51831,0.415664415,35.56402278,1164.765714
2018-02-10 00:00:00+00:00,8683.93,9065.78,8120,8533.98,49381.51265,2018-02-10 23:59:59.999000 UTC,423411421.9,537578,24506.72329,210253734.4,1,-0.017266396,0.123039874,0.229681887,232365.9216,46473.18432,1.062580784,31.69730506,1174.656429
2018-02-11 00:00:00+00:00,8533.99,8549,7726.53,8063.88,45025.18795,2018-02-11 23:59:59.999000 UTC,366966437.2,524626,23180.34192,188849914.3,1,-0.055085669,0.035953145,0.05380717,177189.6092,35437.92185,1.270536916,26.61506879,1173.69
2018-02-12 00:00:00+00:00,8063.82,8989,8053,8903,41987.85049,2018-02-12 23:59:59.999000 UTC,362440827,477660,20916.94974,180528457.6,1,0.104059088,0.025228238,0.171601527,158398.9992,31679.79985,1.325382442,35.97274363,1180.870714
2018-02-13 00:00:00+00:00,8903,8950,8351,8539.9,35454.97296,2018-02-13 23:59:59.999000 UTC,305165143.7,401893,16558.45568,142530987.4,1,-0.040784005,0.000693697,0.097106636,192332.4349,38466.48698,0.921710708,39.00373493,1123.055
2018-02-14 00:00:00+00:00,8535.17,9489.6,8533,9449.99,40811.95287,2018-02-14 23:59:59.999000 UTC,370126692.7,514897,20508.46344,185896385,1,0.106569164,0.171891199,0.088217072,212661.4769,42532.29538,0.959552089,45.13425928,1139.537143
2018-02-15 00:00:00+00:00,9449.98,10219.5,9301.5,10000.09,52427.59672,2018-02-15 23:59:59.999000 UTC,512388484.7,608349,25805.09889,252255267.9,1,0.058211702,0.123227002,0.171796747,215707.561,43141.5122,1.21524708,54.80464128,1091.965
2018-02-16 00:00:00+00:00,10000.89,10323.37,9666,10159.98,38161.20597,2018-02-16 23:59:59.999000 UTC,381103299.2,405310,18313.00447,182947133.9,1,0.015988856,0.189707139,0.259936904,208843.579,41768.7158,0.913631296,58.16649639,1050.35
2018-02-17 00:00:00+00:00,10156.07,11075.07,10050,11039.55,41882.10841,2018-02-17 23:59:59.999000 UTC,446012696.2,413585,21147.62479,225229265.7,1,0.086572021,0.168207585,0.239980905,208737.8369,41747.56739,1.003222727,60.90826829,1034.711429
2018-02-18 00:00:00+00:00,11039.55,11274,10080,10383.43,61137.38073,2018-02-18 23:59:59.999000 UTC,649423311.3,537534,29593.86377,314511909.5,1,-0.059433582,0.038333655,0.215872551,234420.2447,46884.04894,1.30401239,63.61701759,1017.282857
2018-02-19 00:00:00+00:00,10375.01,11250,10270.33,11153,40831.41713,2018-02-19 23:59:59.999000 UTC,443766562.7,366882,20619.87713,224193685.4,0,0.074115201,0.097738381,0.180212889,234439.709,46887.94179,0.870829803,77.72516028,961.7021429
2018-02-20 00:00:00+00:00,11147.11,11786.01,11100.59,11200.99,48153.35429,2018-02-20 23:59:59.999000 UTC,551573232.2,432197,24211.49181,277480902,0,0.004302878,0.014623784,0.120088919,230165.4665,46033.09331,1.046059494,75.59149943,876.5185714
2018-02-21 00:00:00+00:00,11195.07,11304.03,10200,10437.6,68113.81875,2018-02-21 23:59:59.999000 UTC,731537130.5,542340,32338.074,347436564.7,1,-0.068153797,0.005216966,0.027324857,260118.0793,52023.61586,1.309286516,68.56774683,860.6642857
2018-02-22 00:00:00+00:00,10439.02,10933.44,9679,9811.04,67060.16648,2018-02-22 23:59:59.999000 UTC,682006373.9,506273,33029.29762,336067441.6,1,-0.060029125,-0.120322783,-0.111282616,285296.1374,57059.22748,1.175272948,62.53500119,930.845
2018-02-23 00:00:00+00:00,9815.55,10435,9570.19,10131.04,57202.70237,2018-02-23 23:59:59.999000 UTC,571800753.5,467480,28031.01137,280171693.1,1,0.032616318,-0.095522806,-0.024306997,281361.459,56272.2918,1.01653408,59.64034566,924.4757143
2018-02-24 00:00:00+00:00,10131.04,10496.97,9352,9694.51,40888.1563,2018-02-24 23:59:59.999000 UTC,405618586.6,337918,18646.87096,185164883.5,1,-0.04308837,-0.071193569,-0.130771093,281418.1982,56283.63964,0.726466102,57.44680851,938.7035714
2018-02-25 00:00:00+00:00,9694.51,9847,9274.8,9590,28373.51759,2018-02-25 23:59:59.999000 UTC,271286599.1,233567,13956.66153,133525539.4,1,-0.010780328,-0.022529722,-0.14382568,261638.3615,52327.6723,0.54222778,60.27477129,920.8271429
2018-02-26 00:00:00+00:00,9590,10444.32,9350,10324,34878.29276,2018-02-26 23:59:59.999000 UTC,347559259.7,285276,17045.76871,169936003.4,1,0.07653806,0.019046416,-0.010883728,228402.8355,45680.5671,0.763525827,59.70440161,932.1357143
2018-02-27 00:00:00+00:00,10321,10870,10121,10569.04,30705.38512,2018-02-27 23:59:59.999000 UTC,324295371.1,240542,15187.08374,160450471.5,1,0.023734986,0.090208788,0.077259903,192048.0541,38409.61083,0.799419324,64.08467715,942.85
2018-02-28 00:00:00+00:00,10584.33,11098,10300,10326.76,30800.98378,2018-02-28 23:59:59.999000 UTC,327914696.1,277886,14412.84633,153537202.1,1,-0.022923558,0.07682586,0.019318846,165646.3356,33129.26711,0.929721255,56.70769866,931.5214286
2018-03-01 00:00:00+00:00,10325.64,11060.41,10240,10920,25092.55393,2018-03-01 23:59:59.999000 UTC,268172535.4,230428,12785.4045,136788817.2,1,0.057446866,0.057729562,0.126410721,149850.7332,29970.14664,0.837251624,56.99158951,924.5507143
2018-03-02 00:00:00+00:00,10923.36,11200,10770,11039,23910.71009,2018-03-02 23:59:59.999000 UTC,262936307,211691,11893.33363,130864918.8,1,0.010897436,0.044465723,0.151094891,145387.9257,29077.58514,0.822307285,56.72259782,908.31
2018-03-03 00:00:00+00:00,11038.99,11544,11015.01,11464.48,21287.15328,2018-03-03 23:59:59.999000 UTC,241749497.9,190444,10842.68278,123142920.2,0,0.038543346,0.110172019,0.110468811,131796.7862,26359.35724,0.807574824,53.4923591,872.8757143
2018-03-04 00:00:00+00:00,11464.47,11565,11050.02,11515,17295.91865,2018-03-04 23:59:59.999000 UTC,194849579.1,168359,8197.401595,92437014.46,0,0.004406654,0.054487179,0.089502926,118387.3197,23677.46395,0.730480202,60.32810586,824.3742857
2018-03-05 00:00:00+00:00,11515,11710,11415.01,11454,15144.23106,2018-03-05 23:59:59.999000 UTC,174866951.4,164318,7668.823714,88588986.34,0,-0.005297438,0.037593985,0.10915718,102730.567,20546.1134,0.737084954,53.15544057,775.4685714
2018-03-06 00:00:00+00:00,11455,11455,10555.48,10716.48,29515.57236,2018-03-06 23:59:59.999000 UTC,323842216.6,250306,13482.2972,147874120.6,1,-0.064389733,-0.065245,-0.018637363,107153.5854,21430.71709,1.377255471,45.56233937,790.7614286
2018-03-07 00:00:00+00:00,10716.48,10899,9389.31,9910,50647.67108,2018-03-07 23:59:59.999000 UTC,514808033.5,396721,24022.45123,244164771.4,1,-0.075256054,-0.139383413,-0.102273757,133890.5464,26778.10929,1.891383389,45.20551929,819.7371429
2018-03-08 00:00:00+00:00,9910,10099,9060,9271.64,41109.47323,2018-03-08 23:59:59.999000 UTC,394641280.6,336514,20257.45584,194608716.9,1,-0.064415742,-0.190532565,-0.191272522,153712.8664,30742.57328,1.337216402,45.10877845,804.3485714
2018-03-09 00:00:00+00:00,9267.07,9410,8329,9227,64112.29141,2018-03-09 23:59:59.999000 UTC,567082901.1,462712,31166.41485,275735446,1,-0.004814682,-0.138989668,-0.198697351,200529.2391,40105.84783,1.598577137,41.37135876,819.7907143
2018-03-10 00:00:00+00:00,9230,9490,8667.07,8770.22,37180.01286,2018-03-10 23:59:59.999000 UTC,341210248.4,288066,17639.82728,161991786.1,1,-0.049504714,-0.115013118,-0.234309412,222565.0209,44513.00419,0.835261819,41.21205206,796.7878571
2018-03-11 00:00:00+00:00,8770.22,9740,8450,9533.57,44325.97339,2018-03-11 23:59:59.999000 UTC,403491260.9,333367,21150.20694,192897625.6,0,0.087038866,0.028250665,-0.110382327,237375.422,47475.08439,0.933668133,49.52320923,848.0592857
2018-03-12 00:00:00+00:00,9533.57,9888.88,8780,9131.34,42230.77793,2018-03-12 23:59:59.999000 UTC,395562731.9,336642,19369.69776,181454623.9,1,-0.042190911,-0.0103674,-0.078573158,228958.5288,45791.70576,0.922236401,39.32440851,849.0992857
2018-03-13 00:00:00+00:00,9131.34,9474,8823,9150,40191.40936,2018-03-13 23:59:59.999000 UTC,367353984.7,342734,19856.45705,181534440.8,0,0.002043512,0.043303361,-0.013119578,228040.465,45608.09299,0.881234157,36.76155043,842.0992857
2018-03-14 00:00:00+00:00,9151.92,9333.78,7900.28,8170,49708.09411,2018-03-14 23:59:59.999000 UTC,426058009.8,399127,22883.32973,196344166.2,1,-0.107103825,-0.143028267,-0.11455511,213636.2677,42727.25353,1.163381449,32.313695,887.4921429
2018-03-15 00:00:00+00:00,8184.01,8430,7650,8240.98,52291.02228,2018-03-15 23:59:59.999000 UTC,422130717.5,400529,26414.16025,213358245.7,1,0.008687882,-0.097505952,-0.060345122,228747.2771,45749.45541,1.14298677,25.9729148,884.6057143
2018-03-16 00:00:00+00:00,8240.98,8611.64,7900,8260,38815.40989,2018-03-16 23:59:59.999000 UTC,322355002.2,255807,20049.43399,166563494.4,1,0.002307978,-0.09726776,-0.133587942,223236.7136,44647.34271,0.869377829,24.62109727,904.7228571
2018-03-17 00:00:00+00:00,8260,8348.62,7721.99,7824.8,33110.20633,2018-03-17 23:59:59.999000 UTC,265973111.6,292041,15677.25736,125987772.4,1,-0.052687651,-0.042252142,-0.143083052,214116.142,42823.22839,0.77318333,16.81994042,911.6971429
2018-03-18 00:00:00+00:00,7824.01,8317.4,7322,8189.99,59488.23171,2018-03-18 23:59:59.999000 UTC,458311733.5,423336,28216.51079,217530802.6,1,0.046670841,-0.006187371,-0.104919126,233412.9643,46682.59286,1.27431293,21.33320458,946.0128571
2018-03-19 00:00:00+00:00,8189,8705.23,8088.4,8600,55297.08494,2018-03-19 23:59:59.999000 UTC,462654339,360414,27263.32476,228208487.5,1,0.050062332,0.041162228,0.052631579,239001.9552,47800.39103,1.156833318,26.79078527,969.0014286
2018-03-20 00:00:00+00:00,8595.01,9050,8280,8909.98,44865.10584,2018-03-20 23:59:59.999000 UTC,387879393.5,298261,22849.03524,197422831.3,0,0.036044186,0.138684695,0.081179666,231576.0387,46315.20774,0.968690588,34.21134511,959.75
2018-03-21 00:00:00+00:00,8909.96,9177.01,8750.6,8885,39972.40537,2018-03-21 23:59:59.999000 UTC,358157473.4,293696,19047.4868,170758402.4,0,-0.002803598,0.084860909,0.07566586,232733.0342,46546.60684,0.858760887,39.62420385,882.3728571
2018-03-22 00:00:00+00:00,8884.82,9100,8465.1,8722.9,40617.55681,2018-03-22 23:59:59.999000 UTC,354804129.3,276449,19567.56362,171050710.2,0,-0.018244232,0.014290698,0.114776097,240240.3847,48048.07693,0.845352393,43.85250677,853.5085714
2018-03-23 00:00:00+00:00,8720,8909,8269,8898.03,39991.00767,2018-03-23 23:59:59.999000 UTC,340755592.5,278571,20106.78939,171487640.9,0,0.020077039,-0.001341193,0.086451876,220743.1606,44148.63213,0.905826653,46.41926502,822.0085714
2018-03-24 00:00:00+00:00,8898.04,8999.95,8491,8546.86,35466.60957,2018-03-24 23:59:59.999000 UTC,313254829.9,270300,17302.10809,152967779.9,0,-0.039466039,-0.0380574,-0.00617907,200912.6853,40182.53705,0.882637389,47.51158645,799.5814286
2018-03-25 00:00:00+00:00,8531.25,8669.85,8365.77,8470.15,29001.76932,2018-03-25 23:59:59.999000 UTC,247023172.3,215660,14379.26436,122528264,0,-0.008975226,-0.028975455,-0.049363747,185049.3487,37009.86975,0.783622572,36.01263758,729.1585714
2018-03-26 00:00:00+00:00,8470.14,8514.89,7831,8134.23,44033.59566,2018-03-26 23:59:59.999000 UTC,358429758.9,310462,20957.25692,170723432.3,0,-0.039659274,-0.085839225,-0.084498593,189110.539,37822.10781,1.164229024,36.65198592,698.8021429
2018-03-27 00:00:00+00:00,8134.22,8215.94,7730,7795.51,37427.64805,2018-03-27 23:59:59.999000 UTC,297609656.4,266540,18462.38211,146860645,0,-0.041641311,-0.087909478,-0.106316707,185920.6303,37184.12605,1.006549085,33.29897339,687.0121429
2018-03-28 00:00:00+00:00,7795.51,8109,7728,7949.3,26401.33167,2018-03-28 23:59:59.999000 UTC,209186093.2,183620,13685.41714,108484584.6,0,0.019728023,-0.061492417,-0.106622477,172330.9543,34466.19085,0.766006658,46.58242745,611.8335714
2018-03-29 00:00:00+00:00,7949.3,7975,6941.11,7090.14,54620.91513,2018-03-29 23:59:59.999000 UTC,405591158.6,359537,24584.81155,182402558.2,1,-0.108079957,-0.12835757,-0.170439202,191485.2598,38297.05197,1.426243335,35.67566491,629.9685714
2018-03-30 00:00:00+00:00,7090.16,7292.43,6600.1,6840.23,65306.03198,2018-03-30 23:59:59.999000 UTC,450352009.2,400057,31944.39058,220453635.6,1,-0.035247541,-0.122542335,-0.192431067,227789.5225,45557.9045,1.433473131,33.28884149,628.5892857
2018-03-31 00:00:00+00:00,6840.24,7223.36,6777,6923.91,36868.53909,2018-03-31 23:59:59.999000 UTC,258341534.5,240293,19086.03361,133763988.3,1,0.012233507,-0.128991232,-0.148793432,220624.4659,44124.89318,0.835549651,38.43960528,615.7128571
2018-04-01 00:00:00+00:00,6922,7049.98,6430,6813.01,44071.43046,2018-04-01 23:59:59.999000 UTC,297470498.8,260942,21899.30066,147951173.8,1,-0.016016962,-0.039086675,-0.126034089,227268.2483,45453.64967,0.969590578,31.09665693,588.8971429
2018-04-02 00:00:00+00:00,6813.01,7125,6765,7056,32123.56007,2018-04-02 23:59:59.999000 UTC,224322159.4,206780,16365.68359,114292405.9,1,0.035665587,0.031544261,-0.112374674,232990.4767,46598.09535,0.689374959,27.78506765,570.5521429
2018-04-03 00:00:00+00:00,7063.97,7520,7011.01,7405.21,37787.33181,2018-04-03 23:59:59.999000 UTC,277080072.8,248143,19218.85049,140892233.1,0,0.049491213,0.069512746,0.044437769,216156.8934,43231.37868,0.874071865,28.5911842,551.9085714
2018-04-04 00:00:00+00:00,7405.21,7427.52,6707,6796.1,42227.1838,2018-04-04 23:59:59.999000 UTC,297443582.7,277249,20299.4022,142890978.6,1,-0.082254251,-0.002482016,-0.006451537,193078.0452,38615.60905,1.093526293,24.51628645,572.9164286
2018-04-05 00:00:00+00:00,6796.1,6902,6566.69,6770.76,39029.73146,2018-04-05 23:59:59.999000 UTC,263446941.1,238476,18991.10271,128270766.9,1,-0.003728609,-0.04042517,-0.022119005,195239.2376,39047.84752,0.999536055,25.3625932,551.5171429
2018-04-06 00:00:00+00:00,6770,6850,6500,6601.39,27455.01192,2018-04-06 23:59:59.999000 UTC,182139799.8,162456,13778.06346,91424043.8,1,-0.025014917,-0.108547901,-0.031061161,178622.8191,35724.56381,0.768519164,20.97255295,530.8028571
2018-04-07 00:00:00+00:00,6601.39,7070,6586.28,6895.8,32269.57827,2018-04-07 23:59:59.999000 UTC,222323863.5,178577,16460.73623,113334533.9,1,0.044598183,0.014670178,-0.022704082,178768.8373,35753.76745,0.902550432,28.82832977,529.0007143
2018-04-08 00:00:00+00:00,6895.81,7109.13,6880,7018,21427.67317,2018-04-08 23:59:59.999000 UTC,149967346.7,152461,11211.61595,78468498.47,1,0.017720932,0.036515842,-0.052288861,162409.1786,32481.83572,0.659681717,31.59370397,523.6471429
2018-04-09 00:00:00+00:00,7011.04,7185,6611,6782.72,34078.29721,2018-04-09 23:59:59.999000 UTC,234309953.8,212669,17046.4286,117289580,1,-0.033525221,0.027468457,-0.001968776,154260.292,30852.05841,1.104571266,32.42084561,515.7978571
2018-04-10 00:00:00+00:00,6781.55,6890,6656,6843.9,22326.7281,2018-04-10 23:59:59.999000 UTC,151417844.3,147755,11456.44794,77704393.56,1,0.00901998,-0.00752632,0.010802332,137557.2887,27511.45773,0.811542897,36.65916171,497.8021429
2018-04-11 00:00:00+00:00,6839.56,6990,6787,6953.79,23997.87118,2018-04-11 23:59:59.999000 UTC,165264003.4,155607,12530.65891,86309556.52,1,0.016056634,-0.00914933,0.053382697,134100.1479,26820.02959,0.894774225,35.86979047,485.0878571
2018-04-12 00:00:00+00:00,6953.78,8012.23,6743.2,7923,64861.59599,2018-04-12 23:59:59.999000 UTC,485176252.5,404588,33198.86779,248243486.5,1,0.13937867,0.168115446,0.148960237,166692.1656,33338.43313,1.945550222,61.46343746,501.8835714
2018-04-13 00:00:00+00:00,7922.99,8233.39,7732,7877.41,55044.52315,2018-04-13 23:59:59.999000 UTC,439884522.7,351905,27485.08304,219615109.1,1,-0.005754134,0.15101185,0.122457965,200309.0156,40061.80313,1.373990157,65.12647447,488.245
2018-04-14 00:00:00+00:00,7877.48,8186,7810,7999.01,31621.28636,2018-04-14 23:59:59.999000 UTC,252868761.3,194500,16283.46605,130249061.3,0,0.015436546,0.1503094,0.179321865,197852.0048,39570.40096,0.799114631,65.50797974,483.2192857
2018-04-15 00:00:00+00:00,8004,8429.54,7999.02,8355,27946.72044,2018-04-15 23:59:59.999000 UTC,230287099.6,181778,14619.4641,120469031.2,1,0.044504257,0.054524801,0.220795161,203471.9971,40694.39942,0.686746108,70.77386518,469.6871429
2018-04-16 00:00:00+00:00,8355.07,8419,7867,8064.92,36664.06972,2018-04-16 23:59:59.999000 UTC,295817536.5,226748,17912.93846,144490340.3,1,-0.03471933,0.023803509,0.159787684,216138.1957,43227.63913,0.848162668,63.42198666,483.4014286
2018-04-17 00:00:00+00:00,8064.92,8173.7,7825.4,7885.02,32152.60357,2018-04-17 23:59:59.999000 UTC,258221765.6,221228,15662.79502,125845498.6,1,-0.022306483,-0.014250514,-0.004793639,183429.2032,36685.84065,0.876430879,56.68417313,471.9235714
2018-04-18 00:00:00+00:00,7890.96,8236.43,7868,8173,26969.04457,2018-04-18 23:59:59.999000 UTC,217649160.1,183472,14559.15229,117565317.9,1,0.036522418,-0.021783363,0.037523755,155353.7247,31070.74493,0.867988348,71.06627254,446.7742857
2018-04-19 00:00:00+00:00,8173.99,8296,8080,8278,27113.84746,2018-04-19 23:59:59.999000 UTC,222675105.8,196821,13747.59593,112939221.7,1,0.01284718,0.026420597,0.034878066,150846.2858,30169.25715,0.898724398,72.5117096,438.2521429
2018-04-20 00:00:00+00:00,8273.84,8930,8177.09,8856.98,39795.33749,2018-04-20 23:59:59.999000 UTC,337288580.4,289687,21087.90367,178802594.4,1,0.069942015,0.12326665,0.060081388,162694.9028,32538.98056,1.223005048,80.01618188,467.0314286
2018-04-21 00:00:00+00:00,8852.12,9035,8565,8915.31,40872.22991,2018-04-21 23:59:59.999000 UTC,358915978.1,295374,21145.84239,185753264.9,1,0.006585766,0.090824667,0.105443079,166903.063,33380.6126,1.224430192,78.67636409,466.0514286
2018-04-22 00:00:00+00:00,8915.31,9020.67,8727.68,8787.02,29458.25348,2018-04-22 23:59:59.999000 UTC,261804372.9,229871,14937.89912,132830238.4,1,-0.014389853,0.061490698,0.11439413,164208.7129,32841.74258,0.896975957,75.07612055,470.6128571
2018-04-23 00:00:00+00:00,8785.7,8985,8745,8934.01,25838.11471,2018-04-23 23:59:59.999000 UTC,229754640.6,190944,13246.60506,117823053.8,1,0.016728083,0.008697095,0.093112688,163077.7831,32615.55661,0.79220217,81.27775145,446.7557143
2018-04-24 00:00:00+00:00,8934,9731.01,8922,9619.99,46268.79011,2018-04-24 23:59:59.999000 UTC,431210048.1,326608,24784.71044,231061865.3,0,0.07678299,0.079041559,0.162115245,182232.7257,36446.54514,1.269497285,84.15624746,487.8278571
2018-04-25 00:00:00+00:00,9618.96,9759.82,8730,8869.99,81110.03759,2018-04-25 23:59:59.999000 UTC,745137763,477363,38824.01381,356851505.7,1,-0.077962659,0.009442337,0.001468898,223547.4258,44709.48516,1.814157271,70.36811851,546.8864286
2018-04-26 00:00:00+00:00,8869.99,9307.48,8651.62,9266,43300.30425,2018-04-26 23:59:59.999000 UTC,385046648.1,285850,22640.66914,201458888.2,0,0.044646048,0.037160245,0.039335705,225975.5001,45195.10003,0.958075195,66.25624588,503.0885714
2018-04-27 00:00:00+00:00,9267.03,9395,8889,8915.35,37241.34704,2018-04-27 23:59:59.999000 UTC,342805674.6,268471,18517.60428,170503662.7,1,-0.037842651,-0.073247477,0.014604496,233758.5937,46751.71874,0.796577068,61.69963344,503.4178571
2018-04-28 00:00:00+00:00,8915.35,9427.48,8870,9348,34759.62842,2018-04-28 23:59:59.999000 UTC,321653866.2,257288,18251.63145,169069669.9,0,0.048528661,0.053890703,0.046338654,242680.1074,48536.02148,0.716161469,64.20937763,516.3807143
